TRADE HISTORY
Date,Action,Ticker,Name,Price,Shares,Value,Weight %
2024-08-02,SELL,PAXG,PAXG,2372.75,,1205662.37,
2024-08-16,BUY,PAXG,PAXG,2499.72,482.318966,1205662.37,100.0
2024-09-13,SELL,PAXG,PAXG,2577.18,,1243022.79,
2024-09-13,BUY,BTC,BTC,61777.7,6.706966,414340.93,33.33
2024-09-13,BUY,XRP,XRP,0.5855,707718.599271,414340.93,33.33
2024-09-13,BUY,TRX,TRX,0.1494,2773644.817949,414340.93,33.33
2024-09-20,BUY,SOL,SOL,148.06,1691.302843,250414.3,20.0
2024-09-20,BUY,DOGE,DOGE,0.1085,2307389.573536,250414.3,20.0
2024-09-27,SELL,BTC,BTC,60635.3,,240483.66,
2024-09-27,SELL,SOL,SOL,140.15,,237036.09,
2024-09-27,SELL,XRP,XRP,0.5384,,231185.35,
2024-09-27,SELL,DOGE,DOGE,0.1047,,241535.93,
2024-09-27,SELL,TRX,TRX,0.1544,,257909.59,
2024-09-27,BUY,PAXG,PAXG,2675.92,451.489816,1208150.63,100.0
2024-10-11,SELL,PAXG,PAXG,2675.41,,1207920.37,
2024-10-11,BUY,BTC,BTC,67589.9,2.233914,150990.05,12.5
2024-10-11,BUY,ETH,ETH,2610.42,57.841285,150990.05,12.5
2024-10-11,BUY,SOL,SOL,154.14,979.564332,150990.05,12.5
2024-10-11,BUY,ADA,ADA,0.352,428947.775911,150990.05,12.5
2024-10-11,BUY,AVAX,AVAX,28.03,5386.730149,150990.05,12.5
2024-10-11,BUY,DOGE,DOGE,0.1257,1201500.511016,150990.05,12.5
2024-10-11,BUY,TRX,TRX,0.16,943817.562842,150990.05,12.5
2024-10-11,BUY,LTC,LTC,70.1,2153.923624,150990.05,12.5
2024-10-18,SELL,ETH,ETH,2523.56,,145965.95,
2024-10-18,BUY,LINK,LINK,11.3159,13545.076867,153274.46,12.5
2024-10-25,BUY,ETH,ETH,2656.19,54.388206,144465.41,11.11
2024-11-08,BUY,XRP,XRP,0.6909,251264.471802,173611.19,10.0
2025-01-03,SELL,SOL,SOL,197.48,,242082.97,
2025-01-03,BUY,BCH,BCH,434.09,549.670895,238606.64,11.11
2025-01-17,SELL,BCH,BCH,434.35,,245710.69,
2025-01-17,BUY,SOL,SOL,257.5,1002.710527,258197.96,11.11
2025-01-24,SELL,ETH,ETH,3113.22,,248144.55,
2025-01-24,SELL,DOGE,DOGE,0.3238,,230630.04,
2025-01-24,SELL,AVAX,AVAX,32.79,,230250.51,
2025-01-31,SELL,SOL,SOL,195.94,,312018.64,
2025-01-31,SELL,ADA,ADA,0.7325,,283127.95,
2025-01-31,SELL,TRX,TRX,0.2224,,336411.95,
2025-02-07,SELL,BTC,BTC,97874.0,,623362.75,
2025-02-07,SELL,XRP,XRP,2.4732,,639335.39,
2025-02-07,SELL,LINK,LINK,19.2037,,616091.23,
2025-02-07,BUY,PAXG,PAXG,2924.77,642.371663,1878789.37,100.0
2025-04-18,SELL,PAXG,PAXG,3336.75,,2143433.65,
2025-04-18,BUY,BTC,BTC,93677.0,11.440554,1071716.82,50.0
2025-04-18,BUY,SOL,SOL,151.2,7088.074228,1071716.82,50.0
2025-05-02,BUY,TRX,TRX,0.2487,2165298.310371,538451.23,25.0
2025-05-02,BUY,BCH,BCH,383.64,1403.532548,538451.23,25.0
2025-05-09,BUY,ETH,ETH,2610.35,101.327033,264499.02,11.11
2025-05-09,BUY,XRP,XRP,2.5524,103627.168736,264499.02,11.11
2025-05-09,BUY,DOGE,DOGE,0.2326,1137042.85121,264499.02,11.11
2025-05-09,BUY,ADA,ADA,0.7985,331246.52065,264499.02,11.11
2025-05-09,BUY,LINK,LINK,17.0223,15538.34677,264499.02,11.11
2025-05-16,SELL,XRP,XRP,2.3964,,248333.18,
2025-05-16,BUY,AVAX,AVAX,23.17,11242.158354,260480.81,11.11
2025-05-30,SELL,DOGE,DOGE,0.1881,,221869.56,
2025-05-30,SELL,ADA,ADA,0.6659,,231883.38,
2025-05-30,SELL,AVAX,AVAX,20.09,,221721.41,
2025-05-30,SELL,LINK,LINK,13.8506,,230024.11,
2025-06-06,BUY,AVAX,AVAX,21.6,14900.6915,321854.94,14.29
2025-06-06,BUY,LINK,LINK,14.9127,21582.563112,321854.94,14.29
2025-06-13,SELL,AVAX,AVAX,18.15,,270447.55,
2025-06-13,SELL,LINK,LINK,13.11,,282947.4,
2025-07-04,BUY,XRP,XRP,2.4048,135712.335417,326355.6,14.29
2025-07-04,BUY,AVAX,AVAX,19.51,16727.606136,326355.6,14.29
2025-07-11,BUY,DOGE,DOGE,0.2126,1205905.593278,256340.08,10.0
2025-07-11,BUY,ADA,ADA,0.7644,335334.484743,256340.08,10.0
2025-07-11,BUY,LINK,LINK,16.6755,15372.229579,256340.08,10.0
2025-08-22,SELL,BTC,BTC,111268.6,,283707.91,
2025-08-22,SELL,ETH,ETH,4506.04,,302837.92,
2025-08-22,SELL,XRP,XRP,2.9682,,293010.48,
2025-08-22,SELL,SOL,SOL,202.91,,314615.4,
2025-08-22,SELL,DOGE,DOGE,0.2188,,287767.89,
2025-08-22,SELL,ADA,ADA,0.8498,,281027.35,
2025-08-22,SELL,TRX,TRX,0.3451,,283589.47,
2025-08-22,SELL,AVAX,AVAX,24.42,,303522.83,
2025-08-22,SELL,LINK,LINK,23.7605,,261846.57,
2025-08-22,SELL,BCH,BCH,550.09,,286401.23,
2025-08-29,BUY,PAXG,PAXG,3577.43,810.170162,2898327.04,100.0
2025-10-03,SELL,PAXG,PAXG,4036.0,,3269846.77,
2025-10-03,BUY,BTC,BTC,123329.7,3.314132,408730.85,12.5
2025-10-03,BUY,ETH,ETH,4526.57,90.29593,408730.85,12.5
2025-10-03,BUY,SOL,SOL,229.04,1784.539149,408730.85,12.5
2025-10-03,BUY,DOGE,DOGE,0.2555,1599427.610098,408730.85,12.5
2025-10-03,BUY,ADA,ADA,0.8388,487266.514538,408730.85,12.5
2025-10-03,BUY,AVAX,AVAX,28.81,14187.117209,408730.85,12.5
2025-10-03,BUY,LINK,LINK,22.63,18061.460309,408730.85,12.5
2025-10-03,BUY,BCH,BCH,583.19,700.853661,408730.85,12.5
2025-10-10,SELL,BTC,BTC,110781.9,,367145.79,
2025-10-10,SELL,ETH,ETH,3987.78,,360080.3,
2025-10-10,SELL,SOL,SOL,193.95,,346111.37,
2025-10-10,SELL,DOGE,DOGE,0.1963,,313983.63,
2025-10-10,SELL,ADA,ADA,0.6689,,325909.18,
2025-10-10,SELL,AVAX,AVAX,21.93,,311123.48,
2025-10-10,SELL,LINK,LINK,18.0688,,326348.55,
2025-10-10,SELL,BCH,BCH,522.4,,366125.95,
2025-10-10,BUY,PAXG,PAXG,4243.92,640.169527,2716828.26,100.0
2026-01-09,SELL,PAXG,PAXG,4628.2,,2962832.61,
2026-01-09,BUY,BTC,BTC,96933.3,6.113137,592566.52,20.0
2026-01-09,BUY,ETH,ETH,3354.58,176.644027,592566.52,20.0
2026-01-09,BUY,XRP,XRP,2.1388,277058.192699,592566.52,20.0
2026-01-09,BUY,TRX,TRX,0.3048,1944434.852765,592566.52,20.0
2026-01-09,BUY,BCH,BCH,597.54,991.676744,592566.52,20.0
2026-01-16,SELL,BTC,BTC,89372.9,,546348.76,
2026-01-16,SELL,ETH,ETH,2979.9,,526381.54,
2026-01-16,SELL,XRP,XRP,1.9461,,539185.72,
2026-01-16,SELL,TRX,TRX,0.299,,581422.97,
2026-01-16,SELL,BCH,BCH,584.43,,579565.64,
2026-01-16,BUY,PAXG,PAXG,4796.99,578.050949,2772904.62,100.0
2026-03-13,SELL,PAXG,PAXG,4829.79,,2791864.69,
2026-04-10,BUY,BTC,BTC,74810.1,7.463871,558372.94,20.0
2026-04-10,BUY,ETH,ETH,2360.32,236.566626,558372.94,20.0
2026-04-10,BUY,TRX,TRX,0.3272,1706539.624147,558372.94,20.0
2026-04-10,BUY,AVAX,AVAX,9.44,59149.675727,558372.94,20.0
2026-04-10,BUY,LINK,LINK,9.2597,60301.211684,558372.94,20.0
2026-04-17,BUY,XRP,XRP,1.4296,246723.853931,352711.49,12.5
2026-04-17,BUY,SOL,SOL,86.93,4057.419615,352711.49,12.5
2026-04-17,BUY,DOGE,DOGE,0.0957,3687286.927883,352711.49,12.5
2026-04-24,SELL,XRP,XRP,1.3686,,337671.2,
2026-04-24,SELL,SOL,SOL,83.02,,336846.98,
2026-04-24,SELL,AVAX,AVAX,9.13,,344412.39,
2026-05-01,BUY,XRP,XRP,1.3928,255162.705474,355395.72,12.5
2026-05-01,BUY,SOL,SOL,84.18,4221.854591,355395.72,12.5
2026-05-01,BUY,ADA,ADA,0.25,1421616.996562,355395.72,12.5

WEEKLY PORTFOLIO VALUE & ALLOCATION
Date,Portfolio Value,Assets in BUY,Cash %,ADA,AVAX,BCH,BTC,DASH,DOGE,DOT,ETC,ETH,LINK,LTC,SOL,TRX,UNI,XLM,XMR,XRP,ZEC
2018-01-05,100000.0,9,0.0,0,0,11.11,11.11,11.11,0,0,11.11,11.11,0,11.11,0,0,0,0,11.11,11.11,11.11
2018-01-12,73670.23,9,0.0,0,0,11.11,11.11,11.11,0,0,11.11,11.11,0,11.11,0,0,0,0,11.11,11.11,11.11
2018-01-19,72788.35,9,0.0,0,0,11.11,11.11,11.11,0,0,11.11,11.11,0,11.11,0,0,0,0,11.11,11.11,11.11
2018-01-26,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-02,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-09,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-16,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-02,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-16,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-27,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-11,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-18,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-25,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-22,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-29,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-06,65241.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-13,65241.55,2,0.0,0,0,0,50.0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0
2018-07-20,67360.95,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-27,62725.86,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-03,51769.6,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-10,51769.6,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-17,51769.6,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-24,51769.6,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-31,49291.95,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-07,49291.95,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-14,49291.95,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-21,49291.95,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-28,49291.95,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-05,49291.95,4,0.0,25.0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,0
2018-10-12,47221.06,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-19,47221.06,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,47221.06,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,47221.06,8,-0.0,0,0,12.5,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5
2018-11-09,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-16,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-23,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-30,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-07,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-14,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-21,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-28,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-04,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-11,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-18,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-25,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-08,38375.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-15,38375.0,5,-0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,20.0,0,0,0,0,20.0,0,0
2019-02-22,35315.42,5,-0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,20.0,0,0,0,0,20.0,0,0
2019-03-01,37280.58,6,0.0,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,16.67,16.67,0
2019-03-08,36928.59,6,0.0,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,0,0,16.67,16.67,0,0
2019-03-15,40078.55,8,0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-03-22,41572.18,7,0.0,14.29,0,14.29,14.29,0,0,0,0,14.29,0,14.29,0,0,0,14.29,14.29,0,0
2019-03-29,55112.83,8,0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-04-05,57600.04,8,-0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-04-12,54560.77,8,-0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-04-19,51289.41,6,0.0,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,0,0,16.67,16.67,0,0
2019-04-26,49680.09,5,0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,20.0,0,0,0,0,20.0,0,0
2019-05-03,52716.58,5,0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,20.0,0,0,0,0,20.0,0,0
2019-05-10,74514.88,8,-0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-05-17,66011.6,8,-0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-05-24,77175.18,8,-0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-05-31,69379.72,8,0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-06-07,75520.11,8,0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-06-14,78447.8,8,0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-06-21,87264.43,8,0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2019-06-28,77609.37,7,0.0,14.29,0,14.29,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,14.29,14.29,0
2019-07-05,72943.51,5,-0.0,20.0,0,0,20.0,0,0,0,0,20.0,0,20.0,0,0,0,0,20.0,0,0
2019-07-12,57597.2,2,0.0,0,0,0,50.0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0
2019-07-19,59102.96,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-26,61040.64,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-02,72369.04,2,0.0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
2019-08-09,59379.08,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-16,60013.29,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-30,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-06,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-13,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-20,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-27,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-04,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-11,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-18,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-25,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-08,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-15,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-22,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-29,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-06,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-13,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-20,57589.64,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-27,57589.64,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,61036.71,2,0.0,50.0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,69318.71,6,0.0,16.67,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0
2020-01-17,70938.29,8,-0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,0
2020-01-24,74944.38,9,0.0,11.11,0,11.11,11.11,0,0,0,0,11.11,11.11,11.11,0,0,0,11.11,11.11,11.11,0
2020-01-31,84732.22,9,0.0,11.11,0,11.11,11.11,0,0,0,0,11.11,11.11,11.11,0,0,0,11.11,11.11,11.11,0
2020-02-07,100005.08,9,-0.0,11.11,0,11.11,11.11,0,0,0,0,11.11,11.11,11.11,0,0,0,11.11,11.11,11.11,0
2020-02-14,89924.5,9,0.0,11.11,0,11.11,11.11,0,0,0,0,11.11,11.11,11.11,0,0,0,11.11,11.11,11.11,0
2020-02-21,77210.71,6,0.0,0,0,0,16.67,0,0,0,0,16.67,16.67,16.67,0,0,0,16.67,16.67,0,0
2020-02-28,79948.02,4,0.0,0,0,0,25.0,0,0,0,0,25.0,25.0,25.0,0,0,0,0,0,0,0
2020-03-06,67989.98,2,0.0,0,0,0,50.0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0
2020-03-13,40602.31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,44579.45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,44858.17,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,45135.53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,46952.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,47090.18,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,47019.61,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,46153.34,8,0.0,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0
2020-05-08,47199.07,8,-0.0,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0
2020-05-15,48637.53,9,-0.0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-05-22,47301.09,9,0.0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-05-29,55112.28,9,0.0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-06-05,55269.47,9,-0.0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-06-12,52092.89,7,0.0,14.29,0,0,14.29,0,0,0,0,14.29,14.29,0,0,14.29,0,14.29,14.29,0,0
2020-06-19,52492.41,7,0.0,14.29,0,0,14.29,0,0,0,0,14.29,14.29,0,0,14.29,0,14.29,14.29,0,0
2020-06-26,54037.04,6,0.0,16.67,0,0,16.67,0,0,0,0,16.67,16.67,0,0,16.67,0,0,16.67,0,0
2020-07-03,62196.91,9,-0.0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-07-10,64460.98,9,0.0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-07-17,65344.05,10,-0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-07-24,73246.69,10,-0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-07-31,83072.27,10,-0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-08-07,86316.77,10,-0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-08-14,90772.27,10,0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-08-21,85431.68,10,-0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-08-28,89646.88,9,-0.0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-09-04,77578.53,5,0.0,0,0,0,20.0,0,0,0,0,20.0,20.0,0,0,20.0,0,0,20.0,0,0
2020-09-11,74485.7,5,0.0,0,0,0,20.0,0,0,0,0,20.0,20.0,0,0,20.0,0,0,20.0,0,0
2020-09-18,66325.9,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,66325.9,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,66325.9,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,66325.9,4,-0.0,0,0,0,25.0,0,0,0,0,0,0,0,0,25.0,0,0,25.0,25.0,0
2020-10-16,67613.34,7,0.0,0,0,14.29,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,14.29,14.29,0
2020-10-23,68400.96,5,-0.0,0,0,20.0,20.0,0,0,0,0,0,0,20.0,0,20.0,0,0,20.0,0,0
2020-10-30,65121.76,5,0.0,0,0,0,20.0,0,0,0,0,20.0,0,20.0,0,20.0,0,0,20.0,0,0
2020-11-06,69779.69,6,0.0,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,16.67,0,0,16.67,0,0
2020-11-13,75968.22,8,-0.0,0,0,0,12.5,0,0,0,0,12.5,12.5,12.5,0,12.5,0,12.5,12.5,12.5,0
2020-11-20,105791.34,10,-0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-11-27,105719.18,10,-0.0,10.0,0,10.0,10.0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0
2020-12-04,98841.9,9,0.0,11.11,0,11.11,11.11,0,0,0,0,11.11,0,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-12-11,111640.65,9,0.0,11.11,0,11.11,11.11,0,0,0,0,11.11,0,11.11,0,11.11,0,11.11,11.11,11.11,0
2020-12-18,94949.09,7,0.0,14.29,0,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,14.29,14.29,14.29,0
2020-12-25,109334.22,8,0.0,12.5,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,12.5,0,12.5,12.5,0,0
