TRADE HISTORY
Date,Action,Ticker,Name,Price,Shares,Value,Weight %
2021-01-01,99337.84,9,-0.0,11.11,0,11.11,11.11,0,11.11,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,0,0
2021-01-08,95809.71,9,0.0,11.11,0,11.11,11.11,0,11.11,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,0,0
2021-01-15,115610.12,9,0.0,11.11,0,11.11,11.11,0,11.11,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,0,0
2021-01-22,108657.64,9,-0.0,11.11,0,11.11,11.11,0,11.11,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,0,0
2021-01-29,185224.43,10,-0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-02-05,242679.32,10,0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-02-12,273120.68,10,-0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-02-19,263074.33,10,0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-02-26,267706.06,10,-0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-03-05,285506.05,10,0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-03-12,296261.83,10,-0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-03-19,257303.11,10,0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-03-26,292555.03,10,0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-04-02,323277.01,10,-0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-04-09,450752.17,10,0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-04-16,474115.99,10,-0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-04-23,507359.21,10,-0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-04-30,667719.09,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,677247.74,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,692334.45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,708164.72,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,709830.28,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,703138.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,679813.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,660778.01,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,659566.02,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,672916.54,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,672916.54,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,662612.45,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-23,662612.45,1,0.0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-30,658273.53,3,0.0,0,0,0,33.33,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0
2021-08-06,741686.16,9,0.0,11.11,0,11.11,11.11,0,0,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,11.11,0
2021-08-13,760133.56,10,0.0,10.0,0,10.0,10.0,0,10.0,10.0,0,10.0,10.0,10.0,0,0,10.0,0,0,10.0,0
2021-08-20,814656.67,9,-0.0,11.11,0,11.11,11.11,0,0,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,11.11,0
2021-08-27,893369.56,9,0.0,11.11,0,11.11,11.11,0,0,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,11.11,0
2021-09-03,803377.58,8,-0.0,12.5,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,12.5,0
2021-09-10,863390.19,8,-0.0,12.5,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,12.5,0
2021-09-17,745331.47,7,0.0,14.29,0,0,14.29,0,0,14.29,0,14.29,14.29,14.29,0,0,0,0,0,14.29,0
2021-09-24,682914.15,3,0.0,33.33,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0
2021-10-01,816412.93,8,-0.0,12.5,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,12.5,0
2021-10-08,845779.22,6,0.0,0,0,0,16.67,0,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0,16.67,0
2021-10-15,933374.65,8,-0.0,0,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0,0,12.5,0,0,12.5,0
2021-10-22,847987.26,5,0.0,0,0,0,20.0,0,0,20.0,0,20.0,20.0,20.0,0,0,0,0,0,0,0
2021-10-29,989164.2,9,0.0,0,0,11.11,11.11,0,11.11,11.11,0,11.11,11.11,11.11,0,0,11.11,0,0,11.11,0
2021-11-05,1012165.84,7,0.0,0,0,14.29,14.29,0,0,14.29,0,14.29,14.29,14.29,0,0,0,0,0,14.29,0
2021-11-12,913819.99,6,0.0,0,0,16.67,16.67,0,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0,0,0
2021-11-19,864953.8,6,-0.0,0,0,16.67,16.67,0,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0,0,0
2021-11-26,854965.39,4,0.0,0,0,0,25.0,0,0,25.0,0,25.0,0,25.0,0,0,0,0,0,0,0
2021-12-03,737923.92,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-10,734074.02,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-17,734074.02,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24,736466.52,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-31,739851.83,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-07,745601.15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-14,750809.31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-21,745987.69,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-28,737947.59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-04,748860.32,2,0.0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0
2022-02-11,730028.74,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-18,746765.38,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-25,747149.55,2,0.0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0
2022-03-04,728987.11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,706174.77,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,710991.4,3,0.0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0
2022-03-25,767828.49,5,0.0,0,20.0,0,20.0,0,0,0,0,20.0,0,0,20.0,0,0,0,0,20.0,0
2022-04-01,696753.35,6,0.0,16.67,16.67,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,16.67,0
2022-04-08,668602.05,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15,663012.32,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-22,641056.05,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-03,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-10,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-24,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-01,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-29,638599.55,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-05,638599.55,10,-0.0,10.0,10.0,0,10.0,0,10.0,10.0,0,10.0,0,10.0,10.0,10.0,0,0,0,10.0,0
2022-08-12,621960.21,9,-0.0,11.11,11.11,0,11.11,0,11.11,11.11,0,11.11,0,11.11,11.11,0,0,0,0,11.11,0
2022-08-19,554821.48,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-26,554821.48,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,554821.48,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-09,554821.48,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-16,554821.48,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-23,554821.48,6,0.0,0,16.67,0,16.67,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0
2022-09-30,578486.79,6,0.0,0,16.67,0,16.67,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0
2022-10-07,546046.11,5,0.0,0,20.0,0,20.0,0,20.0,0,0,0,0,20.0,0,0,0,0,0,20.0,0
2022-10-14,526589.12,4,0.0,0,25.0,0,25.0,0,25.0,0,0,0,0,0,0,0,0,0,0,25.0,0
2022-10-21,591901.83,9,-0.0,11.11,11.11,0,11.11,0,11.11,11.11,0,11.11,0,11.11,11.11,0,0,0,0,11.11,0
2022-10-28,637437.85,9,0.0,11.11,11.11,0,11.11,0,11.11,11.11,0,11.11,0,11.11,11.11,0,0,0,0,11.11,0
2022-11-04,461473.56,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11,461473.56,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18,454099.86,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-25,460030.14,6,-0.0,0,16.67,0,16.67,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0
2022-12-02,440528.86,6,0.0,0,16.67,0,16.67,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0
2022-12-09,445259.96,6,0.0,0,16.67,0,16.67,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0
2022-12-16,394738.53,3,0.0,0,0,0,33.33,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0
2022-12-23,391773.96,2,0.0,0,0,0,50.0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0
2022-12-30,422358.57,6,0.0,0,16.67,0,16.67,0,0,0,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0
2023-01-06,482025.46,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-01-13,510742.66,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-01-20,563906.78,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-01-27,595434.96,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-02-03,584259.25,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-02-10,600534.24,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-02-17,590980.53,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-02-24,571011.44,8,0.0,12.5,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5,12.5,12.5,0,0,0,0,0
2023-03-03,502624.34,3,0.0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0
2023-03-10,511069.98,5,-0.0,0,20.0,0,20.0,0,0,0,0,20.0,0,0,20.0,20.0,0,0,0,0,0
2023-03-17,538486.66,7,0.0,14.29,14.29,0,14.29,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,14.29,0
2023-03-24,573849.36,9,0.0,11.11,11.11,0,11.11,0,0,0,0,11.11,11.11,11.11,11.11,11.11,0,0,0,11.11,0
2023-03-31,579471.21,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-04-07,585760.02,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-04-14,591087.28,9,0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,11.11,0
2023-04-21,557137.34,7,-0.0,14.29,14.29,0,14.29,0,0,0,0,14.29,0,0,14.29,14.29,0,0,0,14.29,0
2023-04-28,568272.62,8,0.0,12.5,12.5,0,12.5,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,12.5,0
2023-05-05,537067.03,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-12,524407.05,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-19,518927.98,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-26,518709.66,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-02,518709.66,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-09,518709.66,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-16,518709.66,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-23,518709.66,2,0.0,0,0,0,50.0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0
2023-06-30,533863.62,3,0.0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0
2023-07-07,562691.52,4,0.0,0,0,0,25.0,0,0,0,0,0,0,25.0,25.0,25.0,0,0,0,0,0
2023-07-14,586709.95,7,-0.0,0,14.29,0,14.29,0,0,0,0,0,14.29,14.29,14.29,14.29,0,0,0,14.29,0
2023-07-21,577502.97,8,0.0,0,12.5,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,12.5,0,0,0,12.5,0
2023-07-28,549133.75,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-04,549133.75,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-11,549133.75,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-18,549133.75,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-25,549133.75,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-01,549133.75,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-08,549133.75,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-15,549133.75,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-22,537554.34,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,537554.34,4,0.0,0,0,0,25.0,0,0,0,0,0,25.0,0,25.0,25.0,0,0,0,0,0
2023-10-06,517011.49,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-13,517011.49,4,0.0,0,0,0,25.0,0,0,0,0,0,25.0,0,25.0,25.0,0,0,0,0,0
2023-10-20,666131.23,8,0.0,12.5,12.5,0,12.5,0,12.5,0,0,0,12.5,0,12.5,12.5,0,0,0,12.5,0
2023-10-27,731130.48,9,0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,11.11,0
2023-11-03,795316.62,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-11-10,903831.34,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-11-17,872625.63,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-11-24,887012.4,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-12-01,978380.89,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-12-08,1085401.63,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-12-15,1084247.33,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-12-22,1168003.91,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2023-12-29,1062640.07,7,0.0,14.29,14.29,0,14.29,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0
2024-01-05,1123949.16,8,-0.0,12.5,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5,12.5,12.5,0,0,0,0,0
2024-01-12,1099904.8,8,0.0,12.5,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5,12.5,12.5,0,0,0,0,0
2024-01-19,1006005.31,7,0.0,14.29,14.29,0,14.29,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0
2024-01-26,1062858.26,7,0.0,14.29,14.29,0,14.29,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0
2024-02-02,1145612.08,8,0.0,12.5,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5,12.5,12.5,0,0,0,0,0
2024-02-09,1284117.06,9,0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,11.11,11.11,11.11,0,0,0,0,0
2024-02-16,1265046.22,9,0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,11.11,11.11,11.11,0,0,0,0,0
2024-02-23,1422038.99,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-03-01,1573114.55,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-03-08,1744352.06,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-03-15,1624567.83,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-03-22,1679462.39,9,-0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,11.11,11.11,0,0,0,0,11.11,0
2024-03-29,1576824.15,7,0.0,0,14.29,0,14.29,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,0,14.29,0
2024-04-05,1645398.72,7,0.0,0,14.29,0,14.29,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,0,14.29,0
2024-04-12,1304731.0,5,0.0,0,0,0,20.0,0,20.0,0,0,20.0,0,20.0,20.0,0,0,0,0,0,0
2024-04-19,1378069.34,4,0.0,0,0,0,25.0,0,25.0,0,0,0,0,25.0,25.0,0,0,0,0,0,0
2024-04-26,1254184.54,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-03,1246324.11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,1293633.65,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-17,1297972.13,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-24,1267314.28,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-31,1281940.99,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,1257330.89,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,1263041.13,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,1263041.13,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,1263041.13,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,1263041.13,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12,1263041.13,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-19,1236886.87,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-26,1236886.87,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-02,1205662.37,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-09,1205662.37,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,1205662.37,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,1206964.63,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-30,1205918.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-06,1211908.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-13,1243022.79,3,0.0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0
2024-09-20,1252071.49,5,0.0,0,0,0,20.0,0,20.0,0,0,0,0,0,20.0,20.0,0,0,0,20.0,0
2024-09-27,1208150.63,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-04,1181973.25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-11,1207920.37,8,0.0,12.5,12.5,0,12.5,0,12.5,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0
2024-10-18,1226195.72,8,0.0,12.5,12.5,0,12.5,0,12.5,0,0,0,12.5,12.5,12.5,12.5,0,0,0,0,0
2024-10-25,1300188.68,9,0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,11.11,11.11,11.11,0,0,0,0,0
2024-11-01,1343241.79,9,-0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,11.11,11.11,11.11,0,0,0,0,0
2024-11-08,1736111.87,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-11-15,1962300.52,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-11-22,2297653.3,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-11-29,2849404.55,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-12-06,2720269.72,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-12-13,2533101.63,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-12-20,2461569.43,10,-0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2024-12-27,2375963.16,10,0.0,10.0,10.0,0,10.0,0,10.0,0,0,10.0,10.0,10.0,10.0,10.0,0,0,0,10.0,0
2025-01-03,2147459.75,9,0.0,11.11,11.11,11.11,11.11,0,11.11,0,0,11.11,11.11,0,0,11.11,0,0,0,11.11,0
2025-01-10,2348453.36,9,0.0,11.11,11.11,11.11,11.11,0,11.11,0,0,11.11,11.11,0,0,11.11,0,0,0,11.11,0
2025-01-17,2323781.65,9,-0.0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,11.11,0
2025-01-24,2178334.11,6,-0.0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,16.67,0
2025-01-31,1846200.56,3,0.0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0
2025-02-07,1878789.37,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-14,1893801.59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-21,1882752.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-28,1884108.21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-07,1892895.85,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-14,1967944.13,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
